,id,year,month,pSales,predict,error
0,1,2016,8,3.0,-1.0,-4.0
8,1,2015,12,-2.0,-1.0,1.0
9,1,2015,11,-2.0,-1.0,1.0
10,1,2015,10,-1.0,-1.0,0.0
11,1,2015,9,-0.0,-1.0,-1.0
12,1,2015,8,-2.0,-1.0,1.0
21,2,2016,8,-1.0,-1.0,0.0
28,2,2015,12,-1.0,-1.0,0.0
29,2,2015,11,-2.0,-1.0,1.0
30,2,2015,10,-2.0,-1.0,1.0
31,2,2015,9,-2.0,-1.0,1.0
32,2,2015,8,-2.0,-1.0,1.0
88,3,2016,8,-1.0,-2.0,-1.0
96,3,2015,12,-2.0,-1.0,1.0
97,3,2015,11,-1.0,-1.0,0.0
98,3,2015,10,-1.0,-1.0,0.0
99,3,2015,9,-1.0,-1.0,0.0
100,3,2015,8,-2.0,-1.0,1.0
126,4,2016,8,-4.0,-2.0,2.0
134,4,2015,12,-1.0,-1.0,0.0
135,4,2015,11,-3.0,-1.0,2.0
136,4,2015,10,-4.0,-1.0,3.0
137,4,2015,9,-4.0,-1.0,3.0
138,4,2015,8,-4.0,-1.0,3.0
155,5,2016,8,-6.0,-2.0,4.0
163,5,2015,12,-0.0,-1.0,-1.0
164,5,2015,11,-2.0,-1.0,1.0
165,5,2015,10,-3.0,-1.0,2.0
166,5,2015,9,-2.0,-1.0,1.0
167,5,2015,8,1.0,-1.0,-2.0
172,6,2016,8,-2.0,-2.0,0.0
180,6,2015,12,0.0,-1.0,-1.0
181,6,2015,11,0.0,-1.0,-1.0
182,6,2015,10,-1.0,-1.0,0.0
183,6,2015,9,-1.0,-1.0,0.0
184,6,2015,8,-1.0,-1.0,0.0
213,7,2016,8,1.0,-2.0,-3.0
220,7,2015,12,4.0,-1.0,-5.0
221,7,2015,11,3.0,-1.0,-4.0
222,7,2015,10,3.0,-1.0,-4.0
223,7,2015,9,11.0,-1.0,-12.0
224,7,2015,8,-1.0,-1.0,0.0
260,8,2016,8,4.0,-1.0,-5.0
274,9,2016,8,4.0,-1.0,-5.0
276,9,2015,12,-0.0,-1.0,-1.0
277,9,2015,11,1.0,-1.0,-2.0
278,9,2015,10,-1.0,-1.0,0.0
279,9,2015,9,-1.0,-1.0,0.0
280,9,2015,8,-1.0,-1.0,0.0
324,11,2016,8,2.0,-2.0,-4.0
332,11,2015,12,8.0,-1.0,-9.0
333,11,2015,11,0.0,-1.0,-1.0
334,11,2015,10,-1.0,-1.0,0.0
335,11,2015,9,-1.0,-1.0,0.0
336,11,2015,8,-1.0,-1.0,0.0
445,13,2016,8,-2.0,-2.0,0.0
453,13,2015,12,-3.0,-1.0,2.0
454,13,2015,11,-1.0,-1.0,0.0
455,13,2015,10,-2.0,-1.0,1.0
456,13,2015,9,-2.0,-1.0,1.0
457,13,2015,8,-3.0,-1.0,2.0
568,14,2015,12,-4.0,-1.0,3.0
569,14,2015,11,-5.0,-1.0,4.0
570,14,2015,10,-5.0,-2.0,3.0
571,14,2015,9,-5.0,-2.0,3.0
572,14,2015,8,-5.0,-2.0,3.0
676,15,2016,8,-2.0,-1.0,1.0
683,15,2015,12,5.0,-1.0,-6.0
684,15,2015,11,4.0,-1.0,-5.0
685,15,2015,10,2.0,-1.0,-3.0
686,15,2015,9,1.0,-1.0,-2.0
687,15,2015,8,-3.0,-1.0,2.0
746,16,2016,8,6.0,-2.0,-8.0
754,16,2015,12,6.0,-1.0,-7.0
755,16,2015,11,6.0,-1.0,-7.0
756,16,2015,10,5.0,-1.0,-6.0
757,16,2015,9,5.0,-1.0,-6.0
758,16,2015,8,4.0,-1.0,-5.0
821,18,2016,8,-1.0,-2.0,-1.0
829,18,2015,12,-1.0,-1.0,0.0
830,18,2015,11,-2.0,-1.0,1.0
831,18,2015,9,-1.0,-2.0,-1.0
832,18,2015,8,-2.0,-2.0,0.0
900,20,2016,8,-3.0,-2.0,1.0
908,20,2015,12,-3.0,-1.0,2.0
909,20,2015,11,-2.0,-1.0,1.0
910,20,2015,10,-2.0,-1.0,1.0
911,20,2015,9,-2.0,-1.0,1.0
912,20,2015,8,-2.0,-1.0,1.0
942,21,2016,8,-0.0,-1.0,-1.0
950,21,2015,12,3.0,-1.0,-4.0
951,21,2015,11,4.0,-1.0,-5.0
952,21,2015,10,4.0,-1.0,-5.0
953,21,2015,9,2.0,-1.0,-3.0
954,21,2015,8,2.0,-1.0,-3.0
995,22,2015,12,-1.0,-1.0,0.0
996,22,2015,11,-2.0,-1.0,1.0
997,22,2015,10,-2.0,-2.0,0.0
998,22,2015,9,-2.0,-2.0,0.0
999,22,2015,8,-2.0,-2.0,0.0
1061,23,2016,8,-3.0,-2.0,1.0
1069,23,2015,12,-3.0,-1.0,2.0
1070,23,2015,11,-3.0,-1.0,2.0
1071,23,2015,10,-3.0,-1.0,2.0
1072,23,2015,9,-3.0,-1.0,2.0
1073,23,2015,8,-3.0,-1.0,2.0
1123,24,2016,8,4.0,-1.0,-5.0
1131,24,2015,12,9.0,-1.0,-10.0
1132,24,2015,11,9.0,-1.0,-10.0
1133,24,2015,10,6.0,-1.0,-7.0
1134,24,2015,9,7.0,-1.0,-8.0
1135,24,2015,8,4.0,-1.0,-5.0
1217,25,2016,8,-3.0,-2.0,1.0
1225,25,2015,12,2.0,-1.0,-3.0
1226,25,2015,11,0.0,-1.0,-1.0
1227,25,2015,10,-0.0,-1.0,-1.0
1228,25,2015,9,-1.0,-1.0,0.0
1229,25,2015,8,-0.0,-2.0,-2.0
1260,26,2015,12,-1.0,-1.0,0.0
1261,26,2015,11,-1.0,-1.0,0.0
1262,26,2015,10,-1.0,-1.0,0.0
1263,26,2015,9,-1.0,-1.0,0.0
1264,26,2015,8,-1.0,-1.0,0.0
1324,27,2016,8,-1.0,-2.0,-1.0
1332,27,2015,12,1.0,-1.0,-2.0
1333,27,2015,11,2.0,-1.0,-3.0
1334,27,2015,10,-0.0,-1.0,-1.0
1335,27,2015,9,-3.0,-1.0,2.0
1336,27,2015,8,-2.0,-1.0,1.0
1378,28,2016,8,-3.0,-2.0,1.0
1386,28,2015,12,-1.0,-1.0,0.0
1387,28,2015,11,-1.0,-1.0,0.0
1388,28,2015,10,-0.0,-1.0,-1.0
1389,28,2015,9,-0.0,-1.0,-1.0
1390,28,2015,8,-2.0,-1.0,1.0
1494,30,2016,8,0.0,-1.0,-1.0
1502,30,2015,12,6.0,-1.0,-7.0
1503,30,2015,11,2.0,-1.0,-3.0
1504,30,2015,10,3.0,-1.0,-4.0
1505,30,2015,9,4.0,-1.0,-5.0
1506,30,2015,8,2.0,-1.0,-3.0
1528,31,2016,8,2.0,-2.0,-4.0
1536,31,2015,12,4.0,-1.0,-5.0
1537,31,2015,11,4.0,-1.0,-5.0
1538,31,2015,10,1.0,-1.0,-2.0
1539,31,2015,9,0.0,-1.0,-1.0
1540,31,2015,8,-1.0,-1.0,0.0
1557,32,2016,8,-3.0,-2.0,1.0
1565,32,2015,12,3.0,-1.0,-4.0
1566,32,2015,11,2.0,-1.0,-3.0
1567,32,2015,10,1.0,-1.0,-2.0
1568,32,2015,9,0.0,-1.0,-1.0
1569,32,2015,8,-1.0,-1.0,0.0
1580,33,2016,8,6.0,-2.0,-8.0
1588,33,2015,12,-1.0,-1.0,0.0
1589,33,2015,11,-1.0,-1.0,0.0
1590,33,2015,10,-2.0,-1.0,1.0
1591,33,2015,9,-1.0,-1.0,0.0
1592,33,2015,8,-1.0,-1.0,0.0
1690,35,2016,8,-3.0,-1.0,2.0
1698,35,2015,12,-4.0,-1.0,3.0
1699,35,2015,11,-2.0,-1.0,1.0
1700,35,2015,10,-2.0,-1.0,1.0
1701,35,2015,9,-3.0,-1.0,2.0
1702,35,2015,8,-1.0,-1.0,0.0
1752,36,2016,8,2.0,-2.0,-4.0
1760,36,2015,12,4.0,-1.0,-5.0
1761,36,2015,11,4.0,-1.0,-5.0
1762,36,2015,10,3.0,-1.0,-4.0
1763,36,2015,9,2.0,-1.0,-3.0
1764,36,2015,8,1.0,-1.0,-2.0
1782,37,2016,8,-3.0,-2.0,1.0
1789,37,2015,12,-2.0,-1.0,1.0
1790,37,2015,11,-3.0,-1.0,2.0
1791,37,2015,10,-2.0,-1.0,1.0
1792,37,2015,9,-2.0,-1.0,1.0
1793,37,2015,8,-2.0,-1.0,1.0
1942,39,2016,8,4.0,-2.0,-6.0
1950,39,2015,12,-3.0,-1.0,2.0
1951,39,2015,11,-3.0,-1.0,2.0
1952,39,2015,10,-4.0,-1.0,3.0
1953,39,2015,9,-2.0,-1.0,1.0
1954,39,2015,8,-5.0,-1.0,4.0
1972,41,2016,8,1.0,-2.0,-3.0
1980,41,2015,12,3.0,2.0,-1.0
1981,41,2015,11,3.0,2.0,-1.0
1982,41,2015,10,1.0,-2.0,-3.0
1983,41,2015,9,2.0,-2.0,-4.0
1984,41,2015,8,3.0,-2.0,-5.0
2081,43,2015,12,2.0,-1.0,-3.0
2082,43,2015,11,1.0,-1.0,-2.0
2083,43,2015,10,1.0,-1.0,-2.0
2084,43,2015,9,-0.0,-1.0,-1.0
2085,43,2015,8,-1.0,-1.0,0.0
2189,44,2016,8,-1.0,-2.0,-1.0
2197,44,2015,12,0.0,-1.0,-1.0
2198,44,2015,11,-2.0,-1.0,1.0
2199,44,2015,10,-0.0,-1.0,-1.0
2200,44,2015,9,-1.0,-1.0,0.0
2201,44,2015,8,-3.0,-1.0,2.0
2282,45,2016,8,-4.0,-2.0,2.0
2289,45,2015,12,-3.0,-1.0,2.0
2290,45,2015,11,-1.0,-1.0,0.0
2291,45,2015,10,0.0,-1.0,-1.0
2292,45,2015,9,-2.0,-1.0,1.0
2293,45,2015,8,-1.0,-1.0,0.0
2314,46,2016,8,0.0,-1.0,-1.0
2322,46,2015,12,3.0,-1.0,-4.0
2323,46,2015,11,2.0,-1.0,-3.0
2324,46,2015,10,2.0,-1.0,-3.0
2325,46,2015,9,2.0,-1.0,-3.0
2326,46,2015,8,0.0,-1.0,-1.0
2398,48,2015,12,-3.0,-1.0,2.0
2399,48,2015,11,-3.0,-1.0,2.0
2400,48,2015,10,-3.0,-1.0,2.0
2401,48,2015,9,-3.0,-1.0,2.0
2402,48,2015,8,-3.0,-1.0,2.0
2460,49,2016,8,-1.0,-2.0,-1.0
2468,49,2015,12,2.0,-1.0,-3.0
2469,49,2015,11,1.0,-1.0,-2.0
2470,49,2015,10,0.0,-1.0,-1.0
2471,49,2015,9,-0.0,-1.0,-1.0
2472,49,2015,8,-1.0,-1.0,0.0
2497,50,2016,8,-3.0,-2.0,1.0
2505,50,2015,12,-3.0,-1.0,2.0
2506,50,2015,11,-3.0,-1.0,2.0
2507,50,2015,10,-3.0,-1.0,2.0
2508,50,2015,9,-3.0,-1.0,2.0
2509,50,2015,8,-2.0,-1.0,1.0
2519,51,2016,8,-1.0,-2.0,-1.0
2527,51,2015,12,19.0,-1.0,-20.0
2528,51,2015,11,5.0,-1.0,-6.0
2529,51,2015,10,3.0,-2.0,-5.0
2530,51,2015,9,2.0,-2.0,-4.0
2531,51,2015,8,1.0,-2.0,-3.0
2540,52,2016,8,8.0,-2.0,-10.0
2547,52,2015,12,8.0,-1.0,-9.0
2548,52,2015,11,6.0,-1.0,-7.0
2549,52,2015,10,5.0,-1.0,-6.0
2550,52,2015,9,5.0,-1.0,-6.0
2551,52,2015,8,5.0,-1.0,-6.0
2641,53,2016,8,6.0,-2.0,-8.0
2649,53,2015,12,6.0,2.0,-4.0
2650,53,2015,11,5.0,2.0,-3.0
2651,53,2015,10,3.0,-2.0,-5.0
2652,53,2015,9,2.0,-2.0,-4.0
2653,53,2015,8,2.0,-2.0,-4.0
2755,54,2016,8,-2.0,-2.0,0.0
2763,54,2015,12,-2.0,-1.0,1.0
2764,54,2015,11,-3.0,-1.0,2.0
2765,54,2015,10,-2.0,-1.0,1.0
2766,54,2015,9,-2.0,-1.0,1.0
2767,54,2015,8,-2.0,-2.0,0.0
2871,56,2016,8,-4.0,-2.0,2.0
2879,56,2015,12,-4.0,-1.0,3.0
2880,56,2015,11,-4.0,-1.0,3.0
2881,56,2015,10,-3.0,-1.0,2.0
2882,56,2015,9,4.0,-1.0,-5.0
2883,56,2015,8,-3.0,-1.0,2.0
2919,57,2016,8,0.0,-1.0,-1.0
2927,57,2015,12,4.0,-1.0,-5.0
2928,57,2015,11,7.0,-1.0,-8.0
2929,57,2015,10,2.0,-1.0,-3.0
2930,57,2015,9,1.0,-1.0,-2.0
2931,57,2015,8,-0.0,-1.0,-1.0
2943,58,2016,8,-3.0,-2.0,1.0
2951,58,2015,12,7.0,-1.0,-8.0
2952,58,2015,11,1.0,-1.0,-2.0
2953,58,2015,10,0.0,-1.0,-1.0
2954,58,2015,9,-2.0,-1.0,1.0
2955,58,2015,8,-4.0,-1.0,3.0
2987,59,2016,8,1.0,-1.0,-2.0
2995,59,2015,12,7.0,-1.0,-8.0
2996,59,2015,11,1.0,-1.0,-2.0
2997,59,2015,10,1.0,-1.0,-2.0
2998,59,2015,9,1.0,-1.0,-2.0
2999,59,2015,8,1.0,-1.0,-2.0
3103,61,2016,8,2.0,-2.0,-4.0
3111,61,2015,12,2.0,-1.0,-3.0
3112,61,2015,11,3.0,-1.0,-4.0
3113,61,2015,10,3.0,-1.0,-4.0
3114,61,2015,9,1.0,-1.0,-2.0
3115,61,2015,8,3.0,-1.0,-4.0
3219,62,2016,8,-3.0,-2.0,1.0
3226,62,2015,12,-3.0,-1.0,2.0
3227,62,2015,11,-3.0,-1.0,2.0
3228,62,2015,10,-3.0,-1.0,2.0
3229,62,2015,9,-3.0,-1.0,2.0
3230,62,2015,8,-3.0,-2.0,1.0
3253,63,2016,8,-1.0,-2.0,-1.0
3261,63,2015,12,-2.0,-1.0,1.0
3262,63,2015,11,-2.0,-1.0,1.0
3263,63,2015,10,-2.0,-1.0,1.0
3264,63,2015,9,-2.0,-1.0,1.0
3265,63,2015,8,-2.0,-2.0,0.0
3285,64,2016,8,-4.0,-2.0,2.0
3293,64,2015,12,-4.0,-1.0,3.0
3294,64,2015,11,-4.0,-1.0,3.0
3295,64,2015,10,-4.0,-1.0,3.0
3296,64,2015,9,-3.0,-1.0,2.0
3297,64,2015,8,-4.0,-1.0,3.0
3401,65,2016,8,-5.0,-2.0,3.0
3409,65,2015,12,2.0,-1.0,-3.0
3410,65,2015,11,-0.0,-1.0,-1.0
3411,65,2015,10,-1.0,-1.0,0.0
3412,65,2015,9,-0.0,-1.0,-1.0
3413,65,2015,8,-2.0,-1.0,1.0
3508,66,2016,8,-3.0,-2.0,1.0
3515,66,2015,12,-2.0,-1.0,1.0
3516,66,2015,11,-0.0,-1.0,-1.0
3517,66,2015,10,-0.0,-1.0,-1.0
3518,66,2015,9,-0.0,-1.0,-1.0
3519,66,2015,8,-2.0,-2.0,0.0
3576,67,2016,8,1.0,-2.0,-3.0
3584,67,2015,12,-3.0,-1.0,2.0
3585,67,2015,11,-3.0,-1.0,2.0
3586,67,2015,10,1.0,-1.0,-2.0
3587,67,2015,9,1.0,-1.0,-2.0
3588,67,2015,8,-1.0,-1.0,0.0
3674,68,2016,8,0.0,-1.0,-1.0
3682,68,2015,12,1.0,-1.0,-2.0
3683,68,2015,11,0.0,-1.0,-1.0
3684,68,2015,10,0.0,-1.0,-1.0
3685,68,2015,9,0.0,-1.0,-1.0
3686,68,2015,8,-0.0,-1.0,-1.0
3790,69,2016,8,6.0,-1.0,-7.0
3798,69,2015,12,-1.0,-1.0,0.0
3799,69,2015,11,-1.0,-1.0,0.0
3800,69,2015,10,-1.0,-1.0,0.0
3801,69,2015,9,-1.0,-1.0,0.0
3802,69,2015,8,-1.0,-1.0,0.0
3822,70,2016,8,-1.0,-2.0,-1.0
3830,70,2015,12,-1.0,-1.0,0.0
3831,70,2015,11,-1.0,-1.0,0.0
3832,70,2015,10,-2.0,-1.0,1.0
3833,70,2015,9,-2.0,-1.0,1.0
3834,70,2015,8,-2.0,-1.0,1.0
3937,71,2016,8,-3.0,-2.0,1.0
3944,71,2015,12,-1.0,-1.0,0.0
3945,71,2015,11,-2.0,-1.0,1.0
3946,71,2015,10,-1.0,-1.0,0.0
3947,71,2015,9,-2.0,-2.0,0.0
3948,71,2015,8,-2.0,-2.0,0.0
3962,72,2016,8,-3.0,-2.0,1.0
3969,72,2015,12,0.0,-1.0,-1.0
3970,72,2015,11,3.0,-1.0,-4.0
3971,72,2015,10,6.0,-1.0,-7.0
3972,72,2015,9,5.0,-1.0,-6.0
3973,72,2015,8,-1.0,-1.0,0.0
3980,73,2016,8,-4.0,-2.0,2.0
3988,73,2015,12,-3.0,-1.0,2.0
3989,73,2015,11,-4.0,-1.0,3.0
3990,73,2015,10,-4.0,-1.0,3.0
3991,73,2015,9,-4.0,-1.0,3.0
3992,73,2015,8,-4.0,-1.0,3.0
4096,74,2016,8,-3.0,-2.0,1.0
4104,74,2015,12,1.0,-1.0,-2.0
4105,74,2015,11,-2.0,-1.0,1.0
4106,74,2015,10,0.0,-1.0,-1.0
4107,74,2015,9,-2.0,-1.0,1.0
4108,74,2015,8,-2.0,-1.0,1.0
4143,75,2016,8,-2.0,-1.0,1.0
4151,75,2015,12,-0.0,-1.0,-1.0
4152,75,2015,11,1.0,-1.0,-2.0
4153,75,2015,10,1.0,-1.0,-2.0
4154,75,2015,9,0.0,-1.0,-1.0
4155,75,2015,8,-1.0,-1.0,0.0
4221,76,2016,8,-5.0,-2.0,3.0
4228,76,2015,12,-5.0,-1.0,4.0
4229,76,2015,11,-5.0,-1.0,4.0
4230,76,2015,10,-5.0,-1.0,4.0
4231,76,2015,9,-5.0,-1.0,4.0
4232,76,2015,8,-5.0,-1.0,4.0
4321,77,2016,8,-0.0,-2.0,-2.0
4329,77,2015,12,7.0,-1.0,-8.0
4330,77,2015,11,5.0,-1.0,-6.0
4331,77,2015,10,4.0,-1.0,-5.0
4332,77,2015,9,3.0,-1.0,-4.0
4333,77,2015,8,0.0,-1.0,-1.0
4342,78,2016,8,-2.0,-1.0,1.0
4350,78,2015,12,-1.0,-1.0,0.0
4351,78,2015,11,-0.0,-1.0,-1.0
4352,78,2015,10,0.0,-1.0,-1.0
4353,78,2015,9,0.0,-1.0,-1.0
4354,78,2015,8,-1.0,-1.0,0.0
4468,80,2015,11,-1.0,-1.0,0.0
4469,80,2015,10,-1.0,-1.0,0.0
4470,80,2015,9,-1.0,-1.0,0.0
4471,80,2015,8,-1.0,-1.0,0.0
4534,81,2016,8,4.0,-1.0,-5.0
4542,81,2015,12,3.0,-1.0,-4.0
4543,81,2015,11,3.0,-1.0,-4.0
4544,81,2015,10,2.0,-1.0,-3.0
4545,81,2015,9,2.0,-1.0,-3.0
4546,81,2015,8,1.0,-1.0,-2.0
4564,82,2016,8,-2.0,-2.0,0.0
4572,82,2015,12,-2.0,-1.0,1.0
4573,82,2015,11,-2.0,-1.0,1.0
4574,82,2015,10,-2.0,-1.0,1.0
4575,82,2015,9,-2.0,-1.0,1.0
4576,82,2015,8,-3.0,-1.0,2.0
4657,83,2016,8,-3.0,-1.0,2.0
4665,83,2015,12,3.0,-1.0,-4.0
4666,83,2015,11,1.0,-1.0,-2.0
4667,83,2015,10,-3.0,-1.0,2.0
4668,83,2015,9,2.0,-1.0,-3.0
4669,83,2015,8,3.0,-1.0,-4.0
4679,84,2016,8,-1.0,-2.0,-1.0
4687,84,2015,12,3.0,-1.0,-4.0
4688,84,2015,11,3.0,-1.0,-4.0
4689,84,2015,10,2.0,-1.0,-3.0
4690,84,2015,9,-0.0,-1.0,-1.0
4691,84,2015,8,-2.0,-1.0,1.0
4742,86,2016,8,-3.0,-2.0,1.0
4750,86,2015,12,6.0,-1.0,-7.0
4751,86,2015,11,2.0,-1.0,-3.0
4752,86,2015,10,1.0,-1.0,-2.0
4753,86,2015,9,0.0,-1.0,-1.0
4754,86,2015,8,-2.0,-1.0,1.0
4815,87,2016,8,-2.0,-2.0,0.0
4823,87,2015,12,-2.0,-1.0,1.0
4824,87,2015,11,2.0,-1.0,-3.0
4825,87,2015,10,0.0,-1.0,-1.0
4826,87,2015,9,1.0,-1.0,-2.0
4827,87,2015,8,-2.0,-1.0,1.0
4855,88,2016,8,-3.0,-2.0,1.0
4863,88,2015,12,-3.0,-1.0,2.0
4864,88,2015,11,-3.0,-1.0,2.0
4865,88,2015,10,-3.0,-2.0,1.0
4866,88,2015,9,-3.0,-2.0,1.0
4867,88,2015,8,-2.0,-2.0,0.0
4907,89,2016,8,-2.0,-1.0,1.0
4915,89,2015,12,-1.0,-1.0,0.0
4916,89,2015,11,-2.0,-1.0,1.0
4917,89,2015,10,-2.0,-1.0,1.0
4918,89,2015,9,-3.0,-1.0,2.0
4919,89,2015,8,-3.0,-1.0,2.0
5018,91,2016,8,-1.0,-1.0,0.0
5026,91,2015,12,3.0,-1.0,-4.0
5027,91,2015,11,3.0,-1.0,-4.0
5028,91,2015,10,3.0,-1.0,-4.0
5029,91,2015,9,3.0,-1.0,-4.0
5030,91,2015,8,3.0,-1.0,-4.0
5035,93,2016,8,4.0,-2.0,-6.0
5043,93,2015,12,4.0,-1.0,-5.0
5044,93,2015,11,4.0,-1.0,-5.0
5045,93,2015,10,3.0,-1.0,-4.0
5046,93,2015,9,1.0,-1.0,-2.0
5047,93,2015,8,0.0,-1.0,-1.0
5079,94,2016,8,-4.0,-2.0,2.0
5087,94,2015,12,-2.0,-1.0,1.0
5088,94,2015,11,-3.0,-1.0,2.0
5089,94,2015,10,-4.0,-1.0,3.0
5090,94,2015,9,-4.0,-1.0,3.0
5091,94,2015,8,-4.0,-1.0,3.0
5123,95,2016,8,1.0,-2.0,-3.0
5131,95,2015,12,6.0,-1.0,-7.0
5132,95,2015,11,4.0,-1.0,-5.0
5133,95,2015,10,4.0,-1.0,-5.0
5134,95,2015,9,2.0,-1.0,-3.0
5135,95,2015,8,1.0,-1.0,-2.0
5149,96,2016,8,-2.0,-2.0,0.0
5157,96,2015,12,7.0,-1.0,-8.0
5158,96,2015,11,3.0,-1.0,-4.0
5159,96,2015,10,0.0,-1.0,-1.0
5160,96,2015,9,-1.0,-1.0,0.0
5161,96,2015,8,-2.0,-1.0,1.0
5171,97,2016,8,-2.0,-2.0,0.0
5178,97,2015,12,-2.0,-1.0,1.0
5179,97,2015,11,-2.0,-1.0,1.0
5180,97,2015,10,-1.0,-1.0,0.0
5181,97,2015,9,-2.0,-1.0,1.0
5182,97,2015,8,-2.0,-1.0,1.0
5286,100,2016,8,-4.0,-2.0,2.0
5294,100,2015,12,4.0,-1.0,-5.0
5295,100,2015,11,-3.0,-1.0,2.0
5296,100,2015,10,-1.0,-1.0,0.0
5297,100,2015,9,-1.0,-1.0,0.0
5298,100,2015,8,-3.0,-1.0,2.0
5327,101,2016,8,7.0,-1.0,-8.0
5335,101,2015,12,12.0,-1.0,-13.0
5336,101,2015,11,10.0,-1.0,-11.0
5337,101,2015,10,7.0,-1.0,-8.0
5338,101,2015,9,14.0,-1.0,-15.0
5339,101,2015,8,14.0,-1.0,-15.0
5385,103,2016,8,-3.0,-2.0,1.0
5393,103,2015,12,-2.0,-1.0,1.0
5394,103,2015,11,-3.0,-1.0,2.0
5395,103,2015,10,-3.0,-1.0,2.0
5396,103,2015,9,-3.0,-1.0,2.0
5397,103,2015,8,-3.0,-2.0,1.0
5429,104,2016,8,1.0,-2.0,-3.0
5437,104,2015,12,2.0,-1.0,-3.0
5438,104,2015,11,0.0,-1.0,-1.0
5439,104,2015,10,2.0,-1.0,-3.0
5440,104,2015,9,-1.0,-1.0,0.0
5441,104,2015,8,-3.0,-1.0,2.0
5454,106,2016,8,-2.0,-1.0,1.0
5462,106,2015,12,3.0,-1.0,-4.0
5463,106,2015,11,4.0,-1.0,-5.0
5464,106,2015,10,4.0,-1.0,-5.0
5465,106,2015,9,2.0,-1.0,-3.0
5466,106,2015,8,2.0,-1.0,-3.0
5587,108,2016,8,3.0,-2.0,-5.0
5595,108,2015,12,4.0,-1.0,-5.0
5596,108,2015,11,3.0,-1.0,-4.0
5597,108,2015,10,2.0,-1.0,-3.0
5598,108,2015,9,3.0,-2.0,-5.0
5599,108,2015,8,1.0,-2.0,-3.0
5629,109,2016,8,-2.0,-2.0,0.0
5637,109,2015,12,-2.0,-1.0,1.0
5638,109,2015,11,-2.0,-1.0,1.0
5639,109,2015,10,-2.0,-1.0,1.0
5640,109,2015,9,-2.0,-2.0,0.0
5641,109,2015,8,-2.0,-2.0,0.0
5710,110,2015,12,-2.0,-1.0,1.0
5711,110,2015,11,-2.0,-1.0,1.0
5712,110,2015,9,-2.0,-1.0,1.0
5713,110,2015,8,-2.0,-1.0,1.0
5808,112,2015,12,-3.0,-1.0,2.0
5809,112,2015,11,-2.0,-1.0,1.0
5810,112,2015,10,-3.0,-1.0,2.0
5811,112,2015,9,-3.0,-1.0,2.0
5812,112,2015,8,-3.0,-1.0,2.0
5881,114,2016,8,-2.0,-2.0,0.0
5889,114,2015,12,1.0,-1.0,-2.0
5890,114,2015,11,-3.0,-2.0,1.0
5891,114,2015,10,-2.0,-2.0,0.0
5892,114,2015,9,-0.0,-2.0,-2.0
5893,114,2015,8,-2.0,-2.0,0.0
5950,116,2016,8,3.0,-1.0,-4.0
5957,116,2015,12,5.0,-1.0,-6.0
5958,116,2015,11,4.0,-1.0,-5.0
5959,116,2015,10,4.0,-1.0,-5.0
5960,116,2015,9,2.0,-1.0,-3.0
5961,116,2015,8,-2.0,-1.0,1.0
6061,117,2016,8,-2.0,-2.0,0.0
6069,117,2015,12,5.0,-1.0,-6.0
6070,117,2015,11,3.0,-1.0,-4.0
6071,117,2015,10,2.0,-1.0,-3.0
6072,117,2015,9,2.0,-1.0,-3.0
6073,117,2015,8,-1.0,-1.0,0.0
6118,119,2016,8,-2.0,-2.0,0.0
6126,119,2015,12,-3.0,-1.0,2.0
6127,119,2015,11,-2.0,-1.0,1.0
6128,119,2015,10,-2.0,-1.0,1.0
6129,119,2015,9,-1.0,-1.0,0.0
6130,119,2015,8,-2.0,-1.0,1.0
6181,120,2015,12,-1.0,-1.0,0.0
6182,120,2015,10,-2.0,-1.0,1.0
6183,120,2015,9,-2.0,-1.0,1.0
6184,120,2015,8,-1.0,-1.0,0.0
6224,121,2016,8,0.0,-2.0,-2.0
6232,121,2015,12,2.0,-1.0,-3.0
6233,121,2015,11,2.0,-1.0,-3.0
6234,121,2015,10,1.0,-1.0,-2.0
6235,121,2015,9,1.0,-1.0,-2.0
6236,121,2015,8,0.0,-1.0,-1.0
6341,122,2015,8,-4.0,-1.0,3.0
6441,123,2015,11,-3.0,-1.0,2.0
6442,123,2015,10,-2.0,-1.0,1.0
6443,123,2015,9,-2.0,-1.0,1.0
6494,124,2016,8,-0.0,-2.0,-2.0
6502,124,2015,12,3.0,-1.0,-4.0
6503,124,2015,11,3.0,-1.0,-4.0
6504,124,2015,10,3.0,-1.0,-4.0
6505,124,2015,9,4.0,-1.0,-5.0
6506,124,2015,8,3.0,-1.0,-4.0
6671,126,2015,12,-5.0,-1.0,4.0
6672,126,2015,11,-1.0,-1.0,0.0
6673,126,2015,10,-0.0,-2.0,-2.0
6674,126,2015,9,0.0,-2.0,-2.0
6675,126,2015,8,-2.0,-2.0,0.0
6715,127,2015,12,-2.0,-1.0,1.0
6716,127,2015,11,-1.0,-1.0,0.0
6717,127,2015,10,-1.0,-2.0,-1.0
6718,127,2015,9,-1.0,-2.0,-1.0
6719,127,2015,8,-1.0,-2.0,-1.0
6795,130,2016,8,5.0,-1.0,-6.0
6803,130,2015,11,-2.0,-1.0,1.0
6804,130,2015,10,-1.0,-1.0,0.0
6805,130,2015,9,-2.0,-1.0,1.0
6806,130,2015,8,-2.0,-1.0,1.0
6846,131,2016,8,1.0,-2.0,-3.0
6854,131,2015,12,1.0,2.0,1.0
